"2020.06.01. hétfő";22.4;12.1;4.3;1.5;;

"2020.06.02. kedd";19.9;13.5;4.8;0.2;;

"2020.06.03. szerda";21.8;11.7;3.9;1.3;;

"2020.06.04. csütörtök";24.5;14.6;7.9;1.3;;

"2020.06.05. péntek";23.3;16.6;7.6;9.1;;

"2020.06.06. szombat";25.9;14.8;3.4;1.9;;

"2020.06.07. vasárnap";27;19.3;4.5;12.1;;

"2020.06.08. hétfő";23.6;15.4;4.2;3.1;;

"2020.06.09. kedd";26.1;15.9;2.1;1.6;;

"2020.06.10. szerda";25.1;18.7;3.3;8.2;;

"2020.06.11. csütörtök";25.3;18.4;3;2.4;;

"2020.06.12. péntek";26.5;16.5;2.2;0.4;;

"2020.06.13. szombat";30.2;19.1;2.3;1.2;;

"2020.06.14. vasárnap";28.3;22.2;3.2;17.6;;

"2020.06.15. hétfő";23.6;18.1;3.3;19;;

"2020.06.16. kedd";21.3;18;4.1;19.3;;

"2020.06.17. szerda";23.1;18.9;3.8;9.9;;

"2020.06.18. csütörtök";22.5;18.6;5.5;10.2;;

"2020.06.19. péntek";24;16.8;7.9;0;;

"2020.06.20. szombat";20.3;16.6;7.6;0;;

"2020.06.21. vasárnap";21.2;15.1;6.8;2.8;;

"2020.06.22. hétfő";22.8;17.1;5.8;0.8;;

"2020.06.23. kedd";26.2;18.8;4.4;0;;

"2020.06.24. szerda";25.1;15.8;3.7;0;;

"2020.06.25. csütörtök";27.5;18.2;3.3;0;;

"2020.06.26. péntek";29.7;20.3;6.2;3.6;;

"2020.06.27. szombat";30.4;20.7;4.4;2.3;;

"2020.06.28. vasárnap";33;22.9;3.5;0;;

"2020.06.29. hétfő";32;19.1;9.6;2.3;;

"2020.06.30. kedd";27.6;18;4.8;0;;
